'1번째 선수
OYear(598) = "<10>"
Team(598) = "eSTRO"
종족(598) = "1"
공격력(598) = "650"
견제(598) = "550"
전략(598) = "550"
물량(598) = "600"
수비력(598) = "700"
정찰(598) = "550"
센스(598) = "600"
컨트롤(598) = "650"

'599번째 선수
이름(599) = "김성대"
랭크(599) = "Normal"
OYear(599) = "<10>"
Team(599) = "eSTRO"
종족(599) = "2"
공격력(599) = "600"
견제(599) = "650"
전략(599) = "500"
물량(599) = "750"
수비력(599) = "750"
정찰(599) = "650"
센스(599) = "600"
컨트롤(599) = "650"

'600번째 선수
이름(600) = "박상우"
랭크(600) = "Rare"
OYear(600) = "<10>"
Team(600) = "eSTRO"
종족(600) = "1"
공격력(600) = "750"
견제(600) = "550"
전략(600) = "600"
물량(600) = "900"
수비력(600) = "800"
정찰(600) = "700"
센스(600) = "750"
컨트롤(600) = "550"

'601번째 선수
이름(601) = "신대근"
랭크(601) = "Normal"
OYear(601) = "<10>"
Team(601) = "eSTRO"
종족(601) = "2"
공격력(601) = "700"
견제(601) = "600"
전략(601) = "600"
물량(601) = "650"
수비력(601) = "650"
정찰(601) = "650"
센스(601) = "600"
컨트롤(601) = "500"

'602번째 선수
이름(602) = "신상호"
랭크(602) = "Normal"
OYear(602) = "<10>"
Team(602) = "eSTRO"
종족(602) = "3"
공격력(602) = "750"
견제(602) = "600"
전략(602) = "600"
물량(602) = "650"
수비력(602) = "550"
정찰(602) = "500"
센스(602) = "500"
컨트롤(602) = "500"

'603번째 선수
이름(603) = "신재욱"
랭크(603) = "Normal"
OYear(603) = "<10>"
Team(603) = "eSTRO"
종족(603) = "3"
공격력(603) = "600"
견제(603) = "600"
전략(603) = "700"
물량(603) = "600"
수비력(603) = "750"
정찰(603) = "650"
센스(603) = "600"
컨트롤(603) = "700"

'604번째 선수
이름(604) = "안수형"
랭크(604) = "Normal"
OYear(604) = "<10>"
Team(604) = "eSTRO"
종족(604) = "3"
공격력(604) = "600"
견제(604) = "450"
전략(604) = "450"
물량(604) = "600"
수비력(604) = "450"
정찰(604) = "450"
센스(604) = "450"
컨트롤(604) = "450"

'605번째 선수
이름(605) = "유병준"
랭크(605) = "Normal"
OYear(605) = "<10>"
Team(605) = "eSTRO"
종족(605) = "3"
공격력(605) = "500"
견제(605) = "500"
전략(605) = "450"
물량(605) = "550"
수비력(605) = "550"
정찰(605) = "450"
센스(605) = "450"
컨트롤(605) = "500"

'606번째 선수
이름(606) = "정명호"
랭크(606) = "Normal"
OYear(606) = "<10>"
Team(606) = "eSTRO"
종족(606) = "2"
공격력(606) = "650"
견제(606) = "600"
전략(606) = "500"
물량(606) = "600"
수비력(606) = "550"
정찰(606) = "500"
센스(606) = "550"
컨트롤(606) = "600"

'607번째 선수
이름(607) = "최지성"
랭크(607) = "Normal"
OYear(607) = "<10>"
Team(607) = "eSTRO"
종족(607) = "1"
공격력(607) = "650"
견제(607) = "550"
전략(607) = "550"
물량(607) = "550"
수비력(607) = "500"
정찰(607) = "450"
센스(607) = "450"
컨트롤(607) = "600"

'608번째 선수
이름(608) = "강석"
랭크(608) = "Normal"
OYear(608) = "<10>"
Team(608) = "하이트"
종족(608) = "2"
공격력(608) = "600"
견제(608) = "500"
전략(608) = "450"
물량(608) = "550"
수비력(608) = "550"
정찰(608) = "450"
센스(608) = "500"
컨트롤(608) = "550"

'609번째 선수
이름(609) = "김봉준"
랭크(609) = "Normal"
OYear(609) = "<10>"
Team(609) = "하이트"
종족(609) = "3"
공격력(609) = "500"
견제(609) = "550"
전략(609) = "550"
물량(609) = "700"
수비력(609) = "450"
정찰(609) = "450"
센스(609) = "500"
컨트롤(609) = "550"

'610번째 선수
이름(610) = "김상욱"
랭크(610) = "Normal"
OYear(610) = "<10>"
Team(610) = "하이트"
종족(610) = "2"
공격력(610) = "650"
견제(610) = "600"
전략(610) = "550"
물량(610) = "750"
수비력(610) = "650"
정찰(610) = "600"
센스(610) = "550"
컨트롤(610) = "600"

'611번째 선수
이름(611) = "김학수"
랭크(611) = "Normal"
OYear(611) = "<10>"
Team(611) = "하이트"
종족(611) = "3"
공격력(611) = "650"
견제(611) = "500"
전략(611) = "600"
물량(611) = "600"
수비력(611) = "500"
정찰(611) = "500"
센스(611) = "500"
컨트롤(611) = "500"

'612번째 선수
이름(612) = "신상문"
랭크(612) = "Special"
OYear(612) = "<10>"
Team(612) = "하이트"
종족(612) = "1"
공격력(612) = "650"
견제(612) = "650"
전략(612) = "700"
물량(612) = "700"
수비력(612) = "650"
정찰(612) = "650"
센스(612) = "650"
컨트롤(612) = "650"

'613번째 선수
이름(613) = "안준영"
랭크(613) = "Normal"
OYear(613) = "<10>"
Team(613) = "하이트"
종족(613) = "2"
공격력(613) = "500"
견제(613) = "500"
전략(613) = "500"
물량(613) = "600"
수비력(613) = "500"
정찰(613) = "500"
센스(613) = "450"
컨트롤(613) = "600"

'614번째 선수
이름(614) = "이경민"
랭크(614) = "Normal"
OYear(614) = "<10>"
Team(614) = "하이트"
종족(614) = "3"
공격력(614) = "650"
견제(614) = "600"
전략(614) = "700"
물량(614) = "800"
수비력(614) = "550"
정찰(614) = "550"
센스(614) = "650"
컨트롤(614) = "700"

'615번째 선수
이름(615) = "이호준"
랭크(615) = "Normal"
OYear(615) = "<10>"
Team(615) = "하이트"
종족(615) = "1"
공격력(615) = "550"
견제(615) = "500"
전략(615) = "550"
물량(615) = "700"
수비력(615) = "700"
정찰(615) = "700"
센스(615) = "550"
컨트롤(615) = "500"

'616번째 선수
이름(616) = "조재걸"
랭크(616) = "Normal"
OYear(616) = "<10>"
Team(616) = "하이트"
종족(616) = "3"
공격력(616) = "650"
견제(616) = "600"
전략(616) = "500"
물량(616) = "600"
수비력(616) = "500"
정찰(616) = "500"
센스(616) = "600"
컨트롤(616) = "600"

'617번째 선수
이름(617) = "최홍희"
랭크(617) = "Normal"
OYear(617) = "<10>"
Team(617) = "하이트"
종족(617) = "3"
공격력(617) = "500"
견제(617) = "500"
전략(617) = "450"
물량(617) = "550"
수비력(617) = "500"
정찰(617) = "450"
센스(617) = "450"
컨트롤(617) = "450"

'618번째 선수
이름(618) = "하태준"
랭크(618) = "Normal"
OYear(618) = "<10>"
Team(618) = "하이트"
종족(618) = "3"
공격력(618) = "600"
견제(618) = "500"
전략(618) = "550"
물량(618) = "600"
수비력(618) = "550"
정찰(618) = "550"
센스(618) = "500"
컨트롤(618) = "500"

'619번째 선수
이름(619) = "권수현"
랭크(619) = "Normal"
OYear(619) = "<10>"
Team(619) = "CJ"
종족(619) = "2"
공격력(619) = "550"
견제(619) = "550"
전략(619) = "500"
물량(619) = "550"
수비력(619) = "650"
정찰(619) = "550"
센스(619) = "500"
컨트롤(619) = "550"

'620번째 선수
이름(620) = "김민호"
랭크(620) = "Normal"
OYear(620) = "<10>"
Team(620) = "CJ"
종족(620) = "2"
공격력(620) = "650"
견제(620) = "600"
전략(620) = "450"
물량(620) = "600"
수비력(620) = "450"
정찰(620) = "450"
센스(620) = "550"
컨트롤(620) = "600"

'621번째 선수
이름(621) = "김정우"
랭크(621) = "Unique"
OYear(621) = "<10>"
Team(621) = "CJ"
종족(621) = "2"
공격력(621) = "800"
견제(621) = "750"
전략(621) = "700"
물량(621) = "800"
수비력(621) = "750"
정찰(621) = "750"
센스(621) = "700"
컨트롤(621) = "800"

'622번째 선수
이름(622) = "변형태"
랭크(622) = "Normal"
OYear(622) = "<10>"
Team(622) = "CJ"
종족(622) = "1"
공격력(622) = "800"
견제(622) = "650"
전략(622) = "600"
물량(622) = "650"
수비력(622) = "550"
정찰(622) = "600"
센스(622) = "650"
컨트롤(622) = "600"

'623번째 선수
이름(623) = "손재범"
랭크(623) = "Normal"
OYear(623) = "<10>"
Team(623) = "CJ"
종족(623) = "3"
공격력(623) = "600"
견제(623) = "600"
전략(623) = "500"
물량(623) = "650"
수비력(623) = "600"
정찰(623) = "500"
센스(623) = "550"
컨트롤(623) = "450"

'624번째 선수
이름(624) = "신동원"
랭크(624) = "Normal"
OYear(624) = "<10>"
Team(624) = "CJ"
종족(624) = "2"
공격력(624) = "700"
견제(624) = "550"
전략(624) = "550"
물량(624) = "650"
수비력(624) = "650"
정찰(624) = "600"
센스(624) = "600"
컨트롤(624) = "700"

'625번째 선수
이름(625) = "조병세"
랭크(625) = "Rare"
OYear(625) = "<10>"
Team(625) = "CJ"
종족(625) = "1"
공격력(625) = "900"
견제(625) = "700"
전략(625) = "650"
물량(625) = "700"
수비력(625) = "600"
정찰(625) = "550"
센스(625) = "900"
컨트롤(625) = "750"

'626번째 선수
이름(626) = "장윤철"
랭크(626) = "Normal"
OYear(626) = "<10>"
Team(626) = "CJ"
종족(626) = "3"
공격력(626) = "700"
견제(626) = "550"
전략(626) = "600"
물량(626) = "750"
수비력(626) = "600"
정찰(626) = "550"
센스(626) = "650"
컨트롤(626) = "800"

'627번째 선수
이름(627) = "정우용"
랭크(627) = "Normal"
OYear(627) = "<10>"
Team(627) = "CJ"
종족(627) = "1"
공격력(627) = "600"
견제(627) = "500"
전략(627) = "500"
물량(627) = "600"
수비력(627) = "450"
정찰(627) = "550"
센스(627) = "600"
컨트롤(627) = "550"

'628번째 선수
이름(628) = "진영화"
랭크(628) = "Normal"
OYear(628) = "<10>"
Team(628) = "CJ"
종족(628) = "3"
공격력(628) = "550"
견제(628) = "650"
전략(628) = "650"
물량(628) = "700"
수비력(628) = "700"
정찰(628) = "700"
센스(628) = "600"
컨트롤(628) = "650"

'629번째 선수
이름(629) = "한두열"
랭크(629) = "Normal"
OYear(629) = "<10>"
Team(629) = "CJ"
종족(629) = "2"
공격력(629) = "500"
견제(629) = "550"
전략(629) = "500"
물량(629) = "550"
수비력(629) = "550"
정찰(629) = "550"
센스(629) = "500"
컨트롤(629) = "550"

'630번째 선수
이름(630) = "강동현"
랭크(630) = "Normal"
OYear(630) = "<10>"
Team(630) = "화승"
종족(630) = "2"
공격력(630) = "600"
견제(630) = "550"
전략(630) = "400"
물량(630) = "500"
수비력(630) = "450"
정찰(630) = "500"
센스(630) = "400"
컨트롤(630) = "600"

'631번째 선수
이름(631) = "구성훈"
랭크(631) = "Normal"
OYear(631) = "<10>"
Team(631) = "화승"
종족(631) = "1"
공격력(631) = "600"
견제(631) = "550"
전략(631) = "600"
물량(631) = "600"
수비력(631) = "700"
정찰(631) = "650"
센스(631) = "700"
컨트롤(631) = "600"

'632번째 선수
이름(632) = "김민혁"
랭크(632) = "Normal"
OYear(632) = "<10>"
Team(632) = "화승"
종족(632) = "1"
공격력(632) = "550"
견제(632) = "450"
전략(632) = "450"
물량(632) = "500"
수비력(632) = "450"
정찰(632) = "500"
센스(632) = "550"
컨트롤(632) = "550"

'633번째 선수
이름(633) = "김태균"
랭크(633) = "Normal"
OYear(633) = "<10>"
Team(633) = "화승"
종족(633) = "3"
공격력(633) = "700"
견제(633) = "600"
전략(633) = "500"
물량(633) = "650"
수비력(633) = "500"
정찰(633) = "550"
센스(633) = "550"
컨트롤(633) = "550"

'634번째 선수
이름(634) = "박준오"
랭크(634) = "Normal"
OYear(634) = "<10>"
Team(634) = "화승"
종족(634) = "2"
공격력(634) = "700"
견제(634) = "650"
전략(634) = "500"
물량(634) = "600"
수비력(634) = "550"
정찰(634) = "650"
센스(634) = "550"
컨트롤(634) = "700"

'635번째 선수
이름(635) = "방태수"
랭크(635) = "Normal"
OYear(635) = "<10>"
Team(635) = "화승"
종족(635) = "2"
공격력(635) = "550"
견제(635) = "450"
전략(635) = "450"
물량(635) = "450"
수비력(635) = "400"
정찰(635) = "400"
센스(635) = "400"
컨트롤(635) = "500"

'636번째 선수
이름(636) = "손주흥"
랭크(636) = "Normal"
OYear(636) = "<10>"
Team(636) = "화승"
종족(636) = "1"
공격력(636) = "650"
견제(636) = "600"
전략(636) = "650"
물량(636) = "650"
수비력(636) = "600"
정찰(636) = "650"
센스(636) = "550"
컨트롤(636) = "700"

'637번째 선수
이름(637) = "손찬웅"
랭크(637) = "Normal"
OYear(637) = "<10>"
Team(637) = "화승"
종족(637) = "3"
공격력(637) = "650"
견제(637) = "850"
전략(637) = "650"
물량(637) = "550"
수비력(637) = "500"
정찰(637) = "550"
센스(637) = "550"
컨트롤(637) = "700"

'638번째 선수
이름(638) = "이제동"
랭크(638) = "Elite"
OYear(638) = "<10>"
Team(638) = "화승"
종족(638) = "2"
공격력(638) = "900"
견제(638) = "900"
전략(638) = "750"
물량(638) = "750"
수비력(638) = "700"
정찰(638) = "700"
센스(638) = "750"
컨트롤(638) = "750"

'639번째 선수
이름(639) = "이학주"
랭크(639) = "Normal"
OYear(639) = "<10>"
Team(639) = "화승"
종족(639) = "1"
공격력(639) = "650"
견제(639) = "600"
전략(639) = "500"
물량(639) = "600"
수비력(639) = "650"
정찰(639) = "600"
센스(639) = "550"
컨트롤(639) = "600"

'640번째 선수
이름(640) = "임원기"
랭크(640) = "Normal"
OYear(640) = "<10>"
Team(640) = "화승"
종족(640) = "3"
공격력(640) = "600"
견제(640) = "600"
전략(640) = "650"
물량(640) = "600"
수비력(640) = "450"
정찰(640) = "650"
센스(640) = "500"
컨트롤(640) = "600"

'641번째 선수
이름(641) = "고강민"
랭크(641) = "Normal"
OYear(641) = "<10>"
Team(641) = "KT"
종족(641) = "2"
공격력(641) = "550"
견제(641) = "600"
전략(641) = "600"
물량(641) = "650"
수비력(641) = "600"
정찰(641) = "650"
센스(641) = "550"
컨트롤(641) = "500"

'642번째 선수
이름(642) = "김대엽"
랭크(642) = "Special"
OYear(642) = "<10>"
Team(642) = "KT"
종족(642) = "3"
공격력(642) = "700"
견제(642) = "700"
전략(642) = "550"
물량(642) = "800"
수비력(642) = "700"
정찰(642) = "550"
센스(642) = "600"
컨트롤(642) = "600"

'643번째 선수
이름(643) = "김재춘"
랭크(643) = "Normal"
OYear(643) = "<10>"
Team(643) = "KT"
종족(643) = "2"
공격력(643) = "650"
견제(643) = "650"
전략(643) = "600"
물량(643) = "550"
수비력(643) = "550"
정찰(643) = "600"
센스(643) = "600"
컨트롤(643) = "600"

'644번째 선수
이름(644) = "남승현"
랭크(644) = "Normal"
OYear(644) = "<10>"
Team(644) = "KT"
종족(644) = "1"
공격력(644) = "600"
견제(644) = "550"
전략(644) = "600"
물량(644) = "550"
수비력(644) = "550"
정찰(644) = "550"
센스(644) = "600"
컨트롤(644) = "550"

'645번째 선수
이름(645) = "박재영"
랭크(645) = "Normal"
OYear(645) = "<10>"
Team(645) = "KT"
종족(645) = "3"
공격력(645) = "600"
견제(645) = "550"
전략(645) = "550"
물량(645) = "750"
수비력(645) = "650"
정찰(645) = "500"
센스(645) = "550"
컨트롤(645) = "500"

'646번째 선수
이름(646) = "박지수"
랭크(646) = "Normal"
OYear(646) = "<10>"
Team(646) = "KT"
종족(646) = "1"
공격력(646) = "750"
견제(646) = "550"
전략(646) = "550"
물량(646) = "750"
수비력(646) = "750"
정찰(646) = "600"
센스(646) = "550"
컨트롤(646) = "700"

'647번째 선수
이름(647) = "배병우"
랭크(647) = "Normal"
OYear(647) = "<10>"
Team(647) = "KT"
종족(647) = "2"
공격력(647) = "650"
견제(647) = "550"
전략(647) = "600"
물량(647) = "650"
수비력(647) = "500"
정찰(647) = "650"
센스(647) = "500"
컨트롤(647) = "600"

'648번째 선수
이름(648) = "우정호"
랭크(648) = "Normal"
OYear(648) = "<10>"
Team(648) = "KT"
종족(648) = "3"
공격력(648) = "550"
견제(648) = "550"
전략(648) = "550"
물량(648) = "700"
수비력(648) = "650"
정찰(648) = "650"
센스(648) = "650"
컨트롤(648) = "700"

'649번째 선수
이름(649) = "이영호"
랭크(649) = "Legend"
OYear(649) = "<10>"
Team(649) = "KT"
종족(649) = "1"
공격력(649) = "800"
견제(649) = "750"
전략(649) = "750"
물량(649) = "900"
수비력(649) = "900"
정찰(649) = "850"
센스(649) = "850"
컨트롤(649) = "750"

'650번째 선수
이름(650) = "최용주"
랭크(650) = "Normal"
OYear(650) = "<10>"
Team(650) = "KT"
종족(650) = "2"
공격력(650) = "500"
견제(650) = "550"
전략(650) = "450"
물량(650) = "500"
수비력(650) = "400"
정찰(650) = "450"
센스(650) = "450"
컨트롤(650) = "650"

'651번째 선수
이름(651) = "황병영"
랭크(651) = "Normal"
OYear(651) = "<10>"
Team(651) = "KT"
종족(651) = "1"
공격력(651) = "600"
견제(651) = "500"
전략(651) = "450"
물량(651) = "700"
수비력(651) = "600"
정찰(651) = "550"
센스(651) = "500"
컨트롤(651) = "500"

'652번째 선수
이름(652) = "김기현"
랭크(652) = "Normal"
OYear(652) = "<10>"
Team(652) = "삼성전자"
종족(652) = "1"
공격력(652) = "450"
견제(652) = "550"
전략(652) = "450"
물량(652) = "550"
수비력(652) = "600"
정찰(652) = "500"
센스(652) = "450"
컨트롤(652) = "450"

'653번째 선수
이름(653) = "박대호"
랭크(653) = "Normal"
OYear(653) = "<10>"
Team(653) = "삼성전자"
종족(653) = "1"
공격력(653) = "500"
견제(653) = "550"
전략(653) = "600"
물량(653) = "550"
수비력(653) = "600"
정찰(653) = "500"
센스(653) = "500"
컨트롤(653) = "550"

'654번째 선수
이름(654) = "송병구"
랭크(654) = "Rare"
OYear(654) = "<10>"
Team(654) = "삼성전자"
종족(654) = "3"
공격력(654) = "700"
견제(654) = "550"
전략(654) = "550"
물량(654) = "850"
수비력(654) = "850"
정찰(654) = "650"
센스(654) = "750"
컨트롤(654) = "700"

'655번째 선수
이름(655) = "유준희"
랭크(655) = "Normal"
OYear(655) = "<10>"
Team(655) = "삼성전자"
종족(655) = "2"
공격력(655) = "650"
견제(655) = "550"
전략(655) = "600"
물량(655) = "650"
수비력(655) = "550"
정찰(655) = "600"
센스(655) = "550"
컨트롤(655) = "600"

'656번째 선수
이름(656) = "이성은"
랭크(656) = "Normal"
OYear(656) = "<10>"
Team(656) = "삼성전자"
종족(656) = "1"
공격력(656) = "700"
견제(656) = "650"
전략(656) = "750"
물량(656) = "550"
수비력(656) = "400"
정찰(656) = "550"
센스(656) = "650"
컨트롤(656) = "700"

'657번째 선수
이름(657) = "이정현"
랭크(657) = "Normal"
OYear(657) = "<10>"
Team(657) = "삼성전자"
종족(657) = "2"
공격력(657) = "550"
견제(657) = "500"
전략(657) = "550"
물량(657) = "600"
수비력(657) = "600"
정찰(657) = "600"
센스(657) = "500"
컨트롤(657) = "500"

'658번째 선수
이름(658) = "임태규"
랭크(658) = "Normal"
OYear(658) = "<10>"
Team(658) = "삼성전자"
종족(658) = "3"
공격력(658) = "600"
견제(658) = "650"
전략(658) = "450"
물량(658) = "700"
수비력(658) = "650"
정찰(658) = "550"
센스(658) = "450"
컨트롤(658) = "550"

'659번째 선수
이름(659) = "조기석"
랭크(659) = "Normal"
OYear(659) = "<10>"
Team(659) = "삼성전자"
종족(659) = "1"
공격력(659) = "450"
견제(659) = "500"
전략(659) = "450"
물량(659) = "600"
수비력(659) = "550"
정찰(659) = "600"
센스(659) = "450"
컨트롤(659) = "500"

'660번째 선수
이름(660) = "주영달"
랭크(660) = "Normal"
OYear(660) = "<10>"
Team(660) = "삼성전자"
종족(660) = "2"
공격력(660) = "600"
견제(660) = "550"
전략(660) = "550"
물량(660) = "600"
수비력(660) = "500"
정찰(660) = "550"
센스(660) = "600"
컨트롤(660) = "650"

'661번째 선수
이름(661) = "차명환"
랭크(661) = "Normal"
OYear(661) = "<10>"
Team(661) = "삼성전자"
종족(661) = "2"
공격력(661) = "650"
견제(661) = "550"
전략(661) = "600"
물량(661) = "650"
수비력(661) = "700"
정찰(661) = "650"
센스(661) = "650"
컨트롤(661) = "650"

'662번째 선수
이름(662) = "최윤선"
랭크(662) = "Normal"
OYear(662) = "<10>"
Team(662) = "삼성전자"
종족(662) = "3"
공격력(662) = "600"
견제(662) = "500"
전략(662) = "500"
물량(662) = "600"
수비력(662) = "450"
정찰(662) = "500"
센스(662) = "450"
컨트롤(662) = "650"

'663번째 선수
이름(663) = "허영무"
랭크(663) = "Normal"
OYear(663) = "<10>"
Team(663) = "삼성전자"
종족(663) = "3"
공격력(663) = "650"
견제(663) = "650"
전략(663) = "600"
물량(663) = "700"
수비력(663) = "500"
정찰(663) = "600"
센스(663) = "550"
컨트롤(663) = "700"

'664번째 선수
이름(664) = "김경효"
랭크(664) = "Normal"
OYear(664) = "<10>"
Team(664) = "STX"
종족(664) = "1"
공격력(664) = "600"
견제(664) = "650"
전략(664) = "500"
물량(664) = "550"
수비력(664) = "600"
정찰(664) = "500"
센스(664) = "600"
컨트롤(664) = "600"

'665번째 선수
이름(665) = "김동건"
랭크(665) = "Normal"
OYear(665) = "<10>"
Team(665) = "STX"
종족(665) = "1"
공격력(665) = "650"
견제(665) = "650"
전략(665) = "600"
물량(665) = "650"
수비력(665) = "650"
정찰(665) = "650"
센스(665) = "600"
컨트롤(665) = "550"

'666번째 선수
이름(666) = "김성현"
랭크(666) = "Normal"
OYear(666) = "<10>"
Team(666) = "STX"
종족(666) = "1"
공격력(666) = "500"
견제(666) = "550"
전략(666) = "500"
물량(666) = "650"
수비력(666) = "650"
정찰(666) = "550"
센스(666) = "550"
컨트롤(666) = "600"

'667번째 선수
이름(667) = "김구현"
랭크(667) = "Normal"
OYear(667) = "<10>"
Team(667) = "STX"
종족(667) = "3"
공격력(667) = "700"
견제(667) = "650"
전략(667) = "650"
물량(667) = "700"
수비력(667) = "600"
정찰(667) = "650"
센스(667) = "550"
컨트롤(667) = "550"

'668번째 선수
이름(668) = "김윤중"
랭크(668) = "Normal"
OYear(668) = "<10>"
Team(668) = "STX"
종족(668) = "3"
공격력(668) = "600"
견제(668) = "650"
전략(668) = "600"
물량(668) = "850"
수비력(668) = "500"
정찰(668) = "600"
센스(668) = "650"
컨트롤(668) = "600"

'669번째 선수
이름(669) = "김윤환1"
랭크(669) = "Rare"
OYear(669) = "<10>"
Team(669) = "STX"
종족(669) = "2"
공격력(669) = "650"
견제(669) = "700"
전략(669) = "800"
물량(669) = "700"
수비력(669) = "650"
정찰(669) = "750"
센스(669) = "750"
컨트롤(669) = "750"

'670번째 선수
이름(670) = "김현우"
랭크(670) = "Rare"
OYear(670) = "<10>"
Team(670) = "STX"
종족(670) = "2"
공격력(670) = "900"
견제(670) = "900"
전략(670) = "450"
물량(670) = "550"
수비력(670) = "500"
정찰(670) = "500"
센스(670) = "900"
컨트롤(670) = "900"

'671번째 선수
이름(671) = "박성준"
랭크(671) = "Normal"
OYear(671) = "<10>"
Team(671) = "STX"
종족(671) = "2"
공격력(671) = "750"
견제(671) = "650"
전략(671) = "550"
물량(671) = "700"
수비력(671) = "550"
정찰(671) = "550"
센스(671) = "600"
컨트롤(671) = "650"

'672번째 선수
이름(672) = "박종수"
랭크(672) = "Normal"
OYear(672) = "<10>"
Team(672) = "STX"
종족(672) = "3"
공격력(672) = "600"
견제(672) = "600"
전략(672) = "650"
물량(672) = "600"
수비력(672) = "550"
정찰(672) = "600"
센스(672) = "550"
컨트롤(672) = "600"

'673번째 선수
이름(673) = "서지수"
랭크(673) = "Normal"
OYear(673) = "<10>"
Team(673) = "STX"
종족(673) = "1"
공격력(673) = "550"
견제(673) = "450"
전략(673) = "450"
물량(673) = "400"
수비력(673) = "400"
정찰(673) = "450"
센스(673) = "400"
컨트롤(673) = "600"

'674번째 선수
이름(674) = "이신형"
랭크(674) = "Normal"
OYear(674) = "<10>"
Team(674) = "STX"
종족(674) = "1"
공격력(674) = "650"
견제(674) = "450"
전략(674) = "550"
물량(674) = "650"
수비력(674) = "650"
정찰(674) = "600"
센스(674) = "600"
컨트롤(674) = "550"

'675번째 선수
이름(675) = "조성호"
랭크(675) = "Normal"
OYear(675) = "<10>"
Team(675) = "STX"
종족(675) = "3"
공격력(675) = "600"
견제(675) = "500"
전략(675) = "450"
물량(675) = "550"
수비력(675) = "450"
정찰(675) = "500"
센스(675) = "500"
컨트롤(675) = "450"

'676번째 선수
이름(676) = "조일장"
랭크(676) = "Normal"
OYear(676) = "<10>"
Team(676) = "STX"
종족(676) = "2"
공격력(676) = "650"
견제(676) = "700"
전략(676) = "500"
물량(676) = "700"
수비력(676) = "600"
정찰(676) = "600"
센스(676) = "550"
컨트롤(676) = "650"

'677번째 선수
이름(677) = "김동주"
랭크(677) = "Normal"
OYear(677) = "<10>"
Team(677) = "웅진"
종족(677) = "1"
공격력(677) = "650"
견제(677) = "650"
전략(677) = "550"
물량(677) = "600"
수비력(677) = "550"
정찰(677) = "500"
센스(677) = "500"
컨트롤(677) = "600"

'678번째 선수
이름(678) = "김명운"
랭크(678) = "Special"
OYear(678) = "<10>"
Team(678) = "웅진"
종족(678) = "2"
공격력(678) = "600"
견제(678) = "650"
전략(678) = "650"
물량(678) = "700"
수비력(678) = "700"
정찰(678) = "700"
센스(678) = "650"
컨트롤(678) = "750"

'679번째 선수
이름(679) = "김민철"
랭크(679) = "Normal"
OYear(679) = "<10>"
Team(679) = "웅진"
종족(679) = "2"
공격력(679) = "650"
견제(679) = "550"
전략(679) = "500"
물량(679) = "650"
수비력(679) = "650"
정찰(679) = "600"
센스(679) = "500"
컨트롤(679) = "650"

'680번째 선수
이름(680) = "김승현"
랭크(680) = "Normal"
OYear(680) = "<10>"
Team(680) = "웅진"
종족(680) = "3"
공격력(680) = "700"
견제(680) = "650"
전략(680) = "650"
물량(680) = "750"
수비력(680) = "600"
정찰(680) = "600"
센스(680) = "600"
컨트롤(680) = "650"

'681번째 선수
이름(681) = "김영진"
랭크(681) = "Normal"
OYear(681) = "<10>"
Team(681) = "웅진"
종족(681) = "1"
공격력(681) = "700"
견제(681) = "600"
전략(681) = "600"
물량(681) = "550"
수비력(681) = "500"
정찰(681) = "500"
센스(681) = "550"
컨트롤(681) = "550"

'682번째 선수
이름(682) = "노준규"
랭크(682) = "Normal"
OYear(682) = "<10>"
Team(682) = "웅진"
종족(682) = "1"
공격력(682) = "650"
견제(682) = "600"
전략(682) = "500"
물량(682) = "600"
수비력(682) = "450"
정찰(682) = "500"
센스(682) = "500"
컨트롤(682) = "550"

'683번째 선수
이름(683) = "박대만"
랭크(683) = "Normal"
OYear(683) = "<10>"
Team(683) = "웅진"
종족(683) = "3"
공격력(683) = "650"
견제(683) = "600"
전략(683) = "550"
물량(683) = "650"
수비력(683) = "450"
정찰(683) = "550"
센스(683) = "550"
컨트롤(683) = "650"

'684번째 선수
이름(684) = "윤용태"
랭크(684) = "Rare"
OYear(684) = "<10>"
Team(684) = "웅진"
종족(684) = "3"
공격력(684) = "800"
견제(684) = "700"
전략(684) = "650"
물량(684) = "750"
수비력(684) = "650"
정찰(684) = "600"
센스(684) = "650"
컨트롤(684) = "900"

'685번째 선수
이름(685) = "이동준"
랭크(685) = "Normal"
OYear(685) = "<10>"
Team(685) = "웅진"
종족(685) = "1"
공격력(685) = "600"
견제(685) = "550"
전략(685) = "600"
물량(685) = "550"
수비력(685) = "650"
정찰(685) = "500"
센스(685) = "500"
컨트롤(685) = "500"

'686번째 선수
이름(686) = "임정현"
랭크(686) = "Normal"
OYear(686) = "<10>"
Team(686) = "웅진"
종족(686) = "2"
공격력(686) = "700"
견제(686) = "500"
전략(686) = "450"
물량(686) = "600"
수비력(686) = "400"
정찰(686) = "550"
센스(686) = "550"
컨트롤(686) = "650"

'687번째 선수
이름(687) = "임진묵"
랭크(687) = "Normal"
OYear(687) = "<10>"
Team(687) = "웅진"
종족(687) = "1"
공격력(687) = "650"
견제(687) = "600"
전략(687) = "600"
물량(687) = "600"
수비력(687) = "500"
정찰(687) = "650"
센스(687) = "550"
컨트롤(687) = "750"

'688번째 선수
이름(688) = "정종현"
랭크(688) = "Normal"
OYear(688) = "<10>"
